Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureBand,SalaryBand,tenure_risk_score,overtime_flag,salary_gap,manager_tenure_ratio,RecruitmentCost,TrainingCost,ProductivityLoss,TotalAttritionCost,Attrition_Probability,Risk_Level
49,0,2,527,1,8,2,4,1,944,1,0,51,3,3,2,2,1,7403,22477,4,0,0,11,3,3,80,1,29,3,2,26,9,1,7,1,2,0,0,4517.0,0.2592592592592592,7403,14806,11104.5,33313.5,0.247612870062077,Low Risk
48,0,2,1469,1,20,4,3,1,945,4,1,51,3,1,6,3,1,2259,5543,4,0,0,17,3,1,80,2,13,2,2,0,0,0,0,4,3,1,0,-628.5,0.0,2259,4518,3388.5,10165.5,0.22718264155864296,Low Risk
31,0,0,1188,2,20,2,2,1,947,4,0,45,3,2,7,3,1,6932,24406,1,0,0,13,3,4,80,1,9,2,2,9,8,0,0,3,2,0,0,701.0,0.0,6932,13864,10398.0,31194.0,0.31321016078318625,Low Risk
36,0,2,188,1,7,4,4,1,949,2,1,65,3,1,6,4,2,4678,23293,2,0,0,18,3,3,80,0,8,6,3,6,2,0,1,3,1,0,0,1790.5,0.1428571428571428,4678,9356,7017.0,21051.0,0.4775075570033549,Medium Risk
38,0,2,1333,1,1,3,5,1,950,4,0,80,3,3,5,1,1,13582,16292,1,0,0,13,3,2,80,1,15,3,3,15,12,5,11,1,0,0,0,-2928.0,0.6875,13582,27164,20373.0,61119.0,0.029647340561411117,Low Risk
32,0,0,1184,1,1,3,1,1,951,3,0,70,2,1,2,2,1,2332,3974,6,0,0,20,4,3,80,0,5,3,3,3,0,0,2,2,3,0,0,-554.0,0.5,2332,4664,3498.0,10494.0,0.6525855335477443,Medium Risk
25,1,2,867,2,19,2,2,1,952,3,1,36,2,1,8,2,1,2413,18798,1,0,1,18,3,3,80,3,1,2,3,1,0,0,0,0,3,1,1,-166.0,0.0,2413,4826,3619.5,10858.5,0.8484279570299623,High Risk
40,0,2,658,2,10,4,2,1,954,1,1,67,2,3,7,2,0,9705,20652,2,0,0,12,3,2,80,1,11,2,2,1,0,0,0,0,2,1,0,3474.0,0.0,9705,19410,14557.5,43672.5,0.6522544729348243,Medium Risk
26,0,1,1283,2,1,3,3,1,956,3,1,52,2,2,7,1,2,4294,11148,1,0,0,12,3,2,80,0,7,2,3,7,7,0,7,3,1,0,0,-1937.0,0.875,4294,8588,6441.0,19323.0,0.25558179101739226,Low Risk
41,0,2,263,1,6,3,3,1,957,4,1,59,3,1,2,1,2,4721,3119,2,0,1,13,3,3,80,0,20,3,3,18,13,2,17,1,1,0,1,1835.0,0.8947368421052632,4721,9442,7081.5,21244.5,0.08246793570157059,Low Risk
36,0,2,938,1,2,4,3,1,958,3,1,79,3,1,2,3,2,2519,12287,4,0,0,21,4,3,80,0,16,6,3,11,8,3,9,1,3,0,0,-367.0,0.75,2519,5038,3778.5,11335.5,0.18436363126509367,Low Risk
19,1,2,419,2,21,3,4,1,959,4,1,37,2,1,8,2,2,2121,9947,1,0,1,13,3,2,80,0,1,3,4,1,0,0,0,0,3,1,1,-458.0,0.0,2121,4242,3181.5,9544.5,0.9337693848736559,High Risk
20,1,2,129,1,4,3,5,1,960,1,1,84,3,1,2,1,2,2973,13008,1,0,0,19,3,2,80,0,1,2,3,1,0,0,0,0,3,1,0,87.0,0.0,2973,5946,4459.5,13378.5,0.9017457157331489,High Risk
31,0,2,616,1,12,3,3,1,961,4,0,41,3,2,0,4,1,5855,17369,0,0,1,11,3,3,80,2,10,2,1,9,7,8,5,3,1,0,1,-956.0,0.5,5855,11710,8782.5,26347.5,0.41357018078031915,Medium Risk
40,0,1,1469,1,9,4,3,1,964,4,1,35,3,1,6,2,0,3617,25063,8,0,1,14,3,4,80,1,3,2,3,1,1,0,0,0,1,1,1,729.5,0.0,3617,7234,5425.5,16276.5,0.7467162203614124,High Risk
32,0,2,498,1,3,4,3,1,966,3,0,93,3,2,4,1,1,6725,13554,1,0,0,12,3,3,80,1,8,2,4,8,7,6,3,3,2,0,0,278.0,0.3333333333333333,6725,13450,10087.5,30262.5,0.5001447922447324,Medium Risk
36,1,2,530,2,3,1,1,1,967,3,1,51,2,3,7,4,1,10325,5518,1,0,1,11,3,1,80,1,16,6,3,16,7,3,7,1,0,0,1,4094.0,0.4117647058823529,10325,20650,15487.5,46462.5,0.3540909315798439,Low Risk
33,0,2,1069,1,1,3,1,1,969,2,0,42,2,2,0,4,2,6949,12291,0,0,0,14,3,1,80,0,6,3,3,5,0,1,4,2,2,0,0,138.0,0.6666666666666666,6949,13898,10423.5,31270.5,0.3429381548896373,Low Risk
37,1,2,625,2,1,4,1,1,970,1,1,46,2,3,7,3,1,10609,14922,5,0,0,11,3,3,80,0,17,2,1,14,1,11,7,1,0,0,0,4378.0,0.4666666666666667,10609,21218,15913.5,47740.5,0.9477934987491312,High Risk
45,0,0,805,1,4,2,1,1,972,3,1,57,3,2,2,2,1,4447,23163,1,0,0,12,3,2,80,0,9,5,2,9,7,0,8,3,1,0,0,1561.0,0.8,4447,8894,6670.5,20011.5,0.09089755772822139,Low Risk
29,0,1,1404,2,20,3,5,1,974,3,0,84,3,1,8,4,1,2157,18203,1,0,0,15,3,2,80,1,3,5,3,3,1,0,2,2,3,0,0,-422.0,0.5,2157,4314,3235.5,9706.5,0.3972766371063918,Low Risk
35,0,2,1219,2,18,3,3,1,975,3,0,86,3,2,7,3,1,4601,6179,1,0,0,16,3,2,80,0,5,3,3,5,2,1,0,2,1,0,0,-1630.0,0.0,4601,9202,6901.5,20704.5,0.40652636404398373,Medium Risk
52,0,2,1053,1,1,2,1,1,976,4,1,70,3,4,3,4,1,17099,13829,2,0,0,15,3,2,80,1,26,2,2,9,8,7,8,3,0,0,0,-355.5,0.8,17099,34198,25648.5,76945.5,0.016945261100671533,Low Risk
58,1,2,289,1,2,3,5,1,977,4,1,51,3,1,6,3,2,2479,26227,4,0,0,24,4,1,80,0,7,4,3,1,0,0,0,0,3,1,0,-408.5,0.0,2479,4958,3718.5,11155.5,0.37191942888599705,Low Risk
53,0,2,1376,2,2,2,3,1,981,3,1,45,3,4,3,3,0,14852,13938,6,0,0,13,3,3,80,1,22,3,4,17,13,15,2,1,0,0,0,-2602.5,0.1111111111111111,14852,29704,22278.0,66834.0,0.3082341639931997,Low Risk
30,0,2,231,2,8,2,4,1,982,3,1,62,3,3,7,3,0,7264,9977,5,0,0,11,3,1,80,1,10,2,4,8,4,7,7,3,2,0,0,1033.0,0.7777777777777778,7264,14528,10896.0,32688.0,0.7763477185166903,High Risk
38,0,0,152,2,10,3,5,1,983,3,0,85,3,2,7,4,2,5666,19899,1,0,1,13,3,2,80,0,6,1,3,5,3,1,3,2,1,0,1,-565.0,0.5,5666,11332,8499.0,25497.0,0.45298704796093753,Medium Risk
35,0,2,882,2,3,4,1,1,984,4,1,92,3,3,7,4,0,7823,6812,6,0,0,13,3,2,80,1,12,2,3,10,9,0,8,3,2,0,0,1592.0,0.7272727272727273,7823,15646,11734.5,35203.5,0.1495846088646108,Low Risk
39,0,2,903,2,2,5,1,1,985,1,1,41,4,3,7,3,2,7880,2560,0,0,0,18,3,4,80,0,9,3,3,8,7,0,7,3,2,0,0,1649.0,0.7777777777777778,7880,15760,11820.0,35460.0,0.1517967922064516,Low Risk
40,1,0,1479,2,24,3,1,1,986,2,0,100,4,4,7,2,2,13194,17071,4,0,1,16,3,4,80,0,22,2,2,1,0,0,0,0,0,1,1,6963.0,0.0,13194,26388,19791.0,59373.0,0.6057041534617733,Medium Risk
47,0,1,1379,1,16,4,3,1,987,3,1,64,4,2,4,3,0,5067,6759,1,0,1,19,3,3,80,0,20,3,4,19,10,2,7,1,1,0,1,-1380.0,0.35,5067,10134,7600.5,22801.5,0.04801123532844768,Low Risk
36,0,0,1229,2,8,4,5,1,990,1,1,84,3,2,7,4,0,5079,25952,4,0,0,13,3,4,80,2,12,3,3,7,7,0,7,3,1,0,0,-1152.0,0.875,5079,10158,7618.5,22855.5,0.0792299548183931,Low Risk
31,1,0,335,1,9,2,3,1,991,3,1,46,2,1,6,1,2,2321,10322,0,0,1,22,4,1,80,0,4,0,3,3,2,1,2,2,3,0,1,-566.5,0.5,2321,4642,3481.5,10444.5,0.8149046075588683,High Risk
33,0,0,722,2,17,3,1,1,992,4,1,38,3,4,3,3,2,17444,20489,1,0,0,11,3,4,80,0,10,2,3,10,8,6,0,3,0,0,0,-10.5,0.0,17444,34888,26166.0,78498.0,0.43936331688198704,Medium Risk
29,1,2,906,1,10,3,1,1,994,4,0,92,2,1,6,1,2,2404,11479,6,0,1,20,4,3,80,0,3,5,3,0,0,0,0,4,3,1,1,-483.5,0.0,2404,4808,3606.0,10818.0,0.8574208682498173,High Risk
33,0,2,461,1,13,1,1,1,995,2,0,53,3,1,6,4,2,3452,17241,3,0,0,18,3,1,80,0,5,4,3,3,2,0,2,2,1,0,0,564.5,0.5,3452,6904,5178.0,15534.0,0.6535474524279286,Medium Risk
45,0,2,974,1,1,4,3,1,996,4,0,91,3,1,2,4,0,2270,11005,3,0,0,14,3,4,80,2,8,2,3,5,3,0,2,2,3,0,0,-616.0,0.3333333333333333,2270,4540,3405.0,10215.0,0.08321268032067185,Low Risk
50,0,2,1126,1,1,2,3,1,997,4,1,66,3,4,5,4,0,17399,6615,9,0,0,22,4,3,80,1,32,1,2,5,4,1,3,2,0,0,0,889.0,0.5,17399,34798,26098.5,78295.5,0.04101526086686274,Low Risk
33,0,1,827,1,1,4,4,1,998,3,0,84,4,2,0,2,1,5488,20161,1,0,1,13,3,1,80,1,6,2,3,6,5,1,2,3,1,0,1,-1323.0,0.2857142857142857,5488,10976,8232.0,24696.0,0.2426616236424268,Low Risk
41,0,1,840,1,9,3,3,1,999,1,1,64,3,5,5,3,0,19419,3735,2,0,0,17,3,2,80,1,21,2,4,18,16,0,11,1,0,0,0,2909.0,0.5789473684210527,19419,38838,29128.5,87385.5,0.02267560878378154,Low Risk
27,0,2,1134,1,16,4,5,1,1001,3,0,37,3,1,2,2,1,2811,12086,9,0,0,14,3,2,80,1,4,2,3,2,2,2,2,0,3,0,0,-75.0,0.6666666666666666,2811,5622,4216.5,12649.5,0.9137867531277181,High Risk
45,0,0,248,1,23,2,1,1,1002,4,1,42,3,2,2,1,1,3633,14039,1,0,1,15,3,3,80,1,9,2,3,9,8,0,8,3,1,0,1,747.0,0.8,3633,7266,5449.5,16348.5,0.1856527393723669,Low Risk
47,0,2,955,2,4,2,1,1,1003,4,0,83,3,2,7,4,2,4163,8571,1,0,1,17,3,3,80,0,9,0,3,9,0,0,7,3,1,0,1,-2068.0,0.7,4163,8326,6244.5,18733.5,0.11989592460914583,Low Risk
30,1,2,138,1,22,3,1,1,1004,1,0,48,3,1,6,3,1,2132,11539,4,0,1,11,3,2,80,0,7,2,3,5,2,0,1,2,3,0,1,-755.5,0.1666666666666666,2132,4264,3198.0,9594.0,0.9007026493810241,High Risk
50,0,2,939,1,24,3,1,1,1005,4,1,95,3,4,4,3,1,13973,4161,3,0,1,18,3,4,80,1,22,2,3,12,11,1,5,1,0,0,1,7526.0,0.3846153846153846,13973,27946,20959.5,62878.5,0.11503078761376301,Low Risk
38,0,1,1391,1,10,1,3,1,1006,3,1,66,3,1,6,3,1,2684,12127,0,0,0,17,3,2,80,1,3,0,2,2,1,0,2,0,3,0,0,-203.5,0.6666666666666666,2684,5368,4026.0,12078.0,0.3519011694196446,Low Risk
46,0,2,566,1,7,2,3,1,1007,4,1,75,3,3,4,3,0,10845,24208,6,0,0,13,3,2,80,1,13,3,3,8,7,0,7,3,0,0,0,4398.0,0.7777777777777778,10845,21690,16267.5,48802.5,0.12901341736007244,Low Risk
24,0,2,1206,1,17,1,3,1,1009,4,0,41,2,2,4,3,0,4377,24117,1,0,0,15,3,2,80,2,5,6,3,4,2,3,2,2,1,0,0,-2070.0,0.4,4377,8754,6565.5,19696.5,0.3830318555107336,Low Risk
35,1,2,622,1,14,4,4,1,1010,3,1,39,2,1,2,2,0,3743,10074,1,0,1,24,4,4,80,1,5,2,1,4,2,0,2,2,1,0,1,857.0,0.4,3743,7486,5614.5,16843.5,0.5406102800327769,Medium Risk
31,0,1,853,1,1,1,1,1,1011,3,0,96,3,2,4,1,1,4148,11275,1,0,0,12,3,3,80,1,4,1,3,4,3,0,3,2,1,0,0,-2299.0,0.6,4148,8296,6222.0,18666.0,0.2518921758172609,Low Risk
18,0,0,287,1,5,2,1,1,1012,2,1,73,3,1,6,4,2,1051,13493,1,0,0,15,3,4,80,0,0,2,3,0,0,0,0,4,3,1,0,-1836.5,0.0,1051,2102,1576.5,4729.5,0.7619551696494021,High Risk
54,0,2,1441,1,17,3,5,1,1013,3,0,56,3,3,4,3,1,10739,13943,8,0,0,11,3,3,80,1,22,2,3,10,7,0,8,3,0,0,0,4292.0,0.7272727272727273,10739,21478,16108.5,48325.5,0.08235145156532554,Low Risk
35,0,2,583,1,25,4,3,1,1014,3,0,57,3,3,0,3,0,10388,6975,1,0,1,11,3,3,80,1,16,3,2,16,10,10,1,1,0,0,1,3577.0,0.0588235294117647,10388,20776,15582.0,46746.0,0.779389286850269,High Risk
30,0,2,153,1,8,2,1,1,1015,2,0,73,4,3,5,1,1,11416,17802,0,0,1,12,3,3,80,3,9,4,2,8,7,1,7,3,0,0,1,-5094.0,0.7777777777777778,11416,22832,17124.0,51372.0,0.08617488816603538,Low Risk
20,1,2,1097,1,11,3,3,1,1016,4,0,98,2,1,6,1,2,2600,18275,1,0,1,15,3,1,80,0,1,2,3,1,0,0,0,0,3,1,1,-287.5,0.0,2600,5200,3900.0,11700.0,0.8756336753567718,High Risk
30,1,1,109,1,5,3,3,1,1017,2,0,60,3,1,2,2,2,2422,25725,0,0,0,17,3,1,80,0,4,3,3,3,2,1,2,2,3,0,0,-464.0,0.5,2422,4844,3633.0,10899.0,0.6464242350612763,Medium Risk
26,0,2,1066,1,2,2,3,1,1018,4,1,32,4,2,4,4,1,5472,3334,1,0,0,12,3,2,80,0,8,2,3,8,7,1,3,3,1,0,0,-975.0,0.3333333333333333,5472,10944,8208.0,24624.0,0.1990161542533991,Low Risk
22,0,2,217,1,8,1,1,1,1019,2,1,94,1,1,2,1,1,2451,6881,1,0,0,15,3,1,80,1,4,3,2,4,3,1,1,2,3,0,0,-435.0,0.2,2451,4902,3676.5,11029.5,0.8182031362388388,High Risk
48,0,2,277,1,6,3,1,1,1022,1,1,97,2,2,0,3,2,4240,13119,2,0,0,13,3,4,80,0,19,0,3,2,2,2,2,0,1,0,0,-2571.0,0.6666666666666666,4240,8480,6360.0,19080.0,0.18432994613602266,Low Risk
48,0,2,1355,1,4,4,1,1,1024,3,1,78,2,3,0,3,2,10999,22245,7,0,0,14,3,2,80,0,27,3,3,15,11,4,8,1,0,0,0,4188.0,0.5,10999,21998,16498.5,49495.5,0.14644939888853128,Low Risk
41,0,2,549,1,7,2,3,1,1025,4,0,42,3,2,4,3,2,5003,23371,6,0,0,14,3,2,80,0,8,6,3,2,2,2,1,0,1,0,0,-1444.0,0.3333333333333333,5003,10006,7504.5,22513.5,0.5320595324798878,Medium Risk
39,0,2,466,1,1,1,1,1,1026,4,0,65,2,4,4,4,1,12742,7060,1,0,0,16,3,3,80,1,21,3,3,21,6,11,8,1,0,0,0,6295.0,0.3636363636363636,12742,25484,19113.0,57339.0,0.5394473239008575,Medium Risk
27,0,2,1055,1,2,4,1,1,1027,1,0,47,3,2,4,4,1,4227,4658,0,0,0,18,3,2,80,1,4,2,3,3,2,2,2,2,1,0,0,-2220.0,0.5,4227,8454,6340.5,19021.5,0.39404580307845394,Low Risk
35,0,2,802,1,10,3,4,1,1028,2,1,45,3,1,2,4,0,3917,9541,1,0,0,20,4,1,80,1,3,4,2,3,2,1,2,2,1,0,0,1031.0,0.5,3917,7834,5875.5,17626.5,0.4070055912076124,Medium Risk
42,0,2,265,2,5,2,2,1,1029,4,1,90,3,5,3,3,1,18303,7770,6,0,0,13,3,2,80,0,21,3,4,1,0,0,0,0,0,1,0,848.5,0.0,18303,36606,27454.5,82363.5,0.19168469445258504,Low Risk
50,0,2,804,1,9,3,1,1,1030,1,1,64,3,1,2,4,1,2380,20165,4,0,0,18,3,2,80,0,8,5,3,1,0,0,0,0,3,1,0,-506.0,0.0,2380,4760,3570.0,10710.0,0.4251595610250215,Medium Risk
59,0,2,715,1,2,3,1,1,1032,3,0,69,2,4,4,4,2,13726,21829,3,0,1,13,3,1,80,0,30,4,3,5,3,4,3,2,0,0,1,7279.0,0.5,13726,27452,20589.0,61767.0,0.15933836276425237,Low Risk
37,1,2,1141,1,11,2,3,1,1033,1,0,61,1,2,0,2,1,4777,14382,5,0,0,15,3,1,80,0,15,2,1,1,0,0,0,0,1,1,0,-2034.0,0.0,4777,9554,7165.5,21496.5,0.6132162884535468,Medium Risk
55,0,1,135,1,18,4,3,1,1034,3,1,62,3,2,0,2,1,6385,12992,3,0,1,14,3,4,80,2,17,3,3,8,7,6,7,3,2,0,1,-426.0,0.7777777777777778,6385,12770,9577.5,28732.5,0.16580539719480136,Low Risk
41,0,0,247,1,7,1,1,1,1035,2,0,55,1,5,5,3,0,19973,20284,1,0,0,22,4,2,80,2,21,3,3,21,16,5,10,1,0,0,0,3463.0,0.4545454545454545,19973,39946,29959.5,89878.5,0.08761768198026455,Low Risk
38,0,2,1035,2,3,4,1,1,1036,2,1,42,3,2,7,4,2,6861,4981,8,0,1,12,3,3,80,0,19,1,3,1,0,0,0,0,2,1,1,630.0,0.0,6861,13722,10291.5,30874.5,0.738895227426304,High Risk
26,1,0,265,2,29,2,3,1,1037,2,1,79,1,2,7,1,2,4969,21813,8,0,0,18,3,4,80,0,7,6,3,2,2,2,2,0,1,0,0,-1262.0,0.6666666666666666,4969,9938,7453.5,22360.5,0.9483937374862057,High Risk
52,1,2,266,2,2,1,2,1,1038,1,0,57,1,5,3,4,1,19845,25846,1,0,0,15,3,4,80,1,33,3,3,32,14,6,9,1,0,0,0,2390.5,0.2727272727272727,19845,39690,29767.5,89302.5,0.054161690742966236,Low Risk
44,0,2,1448,2,28,3,3,1,1039,4,0,53,4,4,7,4,1,13320,11737,3,0,1,18,3,3,80,1,23,2,3,12,11,11,11,1,0,0,1,7089.0,0.8461538461538461,13320,26640,19980.0,59940.0,0.3837379008799517,Low Risk
50,0,0,145,2,1,3,1,1,1040,4,0,95,3,2,7,3,1,6347,24920,0,0,0,12,3,1,80,1,19,3,3,18,7,0,13,1,2,0,0,116.0,0.6842105263157895,6347,12694,9520.5,28561.5,0.02219789576614376,Low Risk
36,1,2,885,1,16,4,1,1,1042,3,0,43,4,1,2,1,2,2743,8269,1,0,0,16,3,3,80,0,18,1,3,17,13,15,14,1,3,0,0,-143.0,0.7777777777777778,2743,5486,4114.5,12343.5,0.6561622712435524,Medium Risk
39,0,1,945,1,22,3,3,1,1043,4,0,82,3,3,4,1,2,10880,5083,1,0,1,13,3,3,80,0,21,2,3,21,6,2,8,1,0,0,1,4433.0,0.3636363636363636,10880,21760,16320.0,48960.0,0.33663762163089306,Low Risk
33,0,0,1038,2,8,1,1,1,1044,2,0,88,2,1,8,4,2,2342,21437,0,0,0,19,3,4,80,0,3,2,2,2,2,2,2,0,3,0,0,-237.0,0.6666666666666666,2342,4684,3513.0,10539.0,0.5999446314023974,Medium Risk
45,0,2,1234,2,11,2,1,1,1045,4,0,90,3,4,3,4,1,17650,5404,3,0,0,13,3,2,80,1,26,4,4,9,3,1,1,3,0,0,0,195.5,0.1,17650,35300,26475.0,79425.0,0.027317758286876,Low Risk
32,0,0,1109,1,29,4,3,1,1046,4,0,69,3,1,2,3,2,4025,11135,9,0,0,12,3,2,80,0,10,2,3,8,7,7,7,3,1,0,0,1139.0,0.7777777777777778,4025,8050,6037.5,18112.5,0.8530996869047809,High Risk
34,0,2,216,2,1,4,2,1,1047,2,1,75,4,2,7,4,0,9725,12278,0,0,0,11,3,4,80,1,16,2,2,15,1,0,9,1,2,0,0,3494.0,0.5625,9725,19450,14587.5,43762.5,0.18749678624267344,Low Risk
59,0,2,1089,2,1,2,5,1,1048,2,1,66,3,3,3,4,1,11904,11038,3,0,1,14,3,3,80,1,14,1,1,6,4,0,4,3,0,0,1,-5550.5,0.5714285714285714,11904,23808,17856.0,53568.0,0.019717609312499305,Low Risk
45,0,2,788,0,24,4,3,1,1049,2,1,36,3,1,1,2,2,2177,8318,1,0,0,16,3,1,80,0,6,3,3,6,3,0,4,3,3,0,0,-916.0,0.5714285714285714,2177,4354,3265.5,9796.5,0.36138739830684385,Low Risk
53,0,1,124,2,2,3,2,1,1050,3,0,38,2,3,7,2,1,7525,23537,2,0,0,12,3,1,80,1,30,2,3,15,7,6,12,1,2,0,0,1294.0,0.75,7525,15050,11287.5,33862.5,0.11929850518514461,Low Risk
36,1,2,660,1,15,3,4,1,1052,1,1,81,3,2,2,3,0,4834,7858,7,0,0,14,3,2,80,1,9,3,2,1,0,0,0,0,1,1,0,1948.0,0.0,4834,9668,7251.0,21753.0,0.7850721923184264,High Risk
26,1,1,342,1,2,3,1,1,1053,1,1,57,3,1,6,1,1,2042,15346,6,0,1,14,3,2,80,1,6,2,3,3,2,1,2,2,3,0,1,-845.5,0.5,2042,4084,3063.0,9189.0,0.9206849556201996,High Risk
34,0,2,1333,2,10,4,1,1,1055,3,0,87,3,1,8,3,1,2220,18410,1,0,1,19,3,4,80,1,1,2,3,1,1,0,0,0,3,1,1,-359.0,0.0,2220,4440,3330.0,9990.0,0.583387119951483,Medium Risk
28,0,2,1144,2,10,1,3,1,1056,4,1,74,3,1,8,2,1,1052,23384,1,0,0,22,4,2,80,0,1,5,3,1,0,0,0,0,3,1,0,-1527.0,0.0,1052,2104,1578.0,4734.0,0.6350132786456115,Medium Risk
38,0,1,1186,1,3,4,4,1,1060,3,1,44,3,1,6,3,1,2821,2997,3,0,0,16,3,1,80,1,8,2,3,2,2,2,2,0,3,0,0,-66.5,0.6666666666666666,2821,5642,4231.5,12694.5,0.4721578440013572,Medium Risk
50,0,2,1464,1,2,4,3,1,1061,2,1,62,3,5,5,3,1,19237,12853,2,0,1,11,3,4,80,1,29,2,2,8,1,7,7,3,0,0,1,2727.0,0.7777777777777778,19237,38474,28855.5,86566.5,0.08412310775211732,Low Risk
37,0,2,124,1,3,3,4,1,1062,4,0,35,3,2,0,2,2,4107,13848,3,0,0,15,3,1,80,0,8,3,2,4,3,0,1,2,1,0,0,-2704.0,0.2,4107,8214,6160.5,18481.5,0.37464932055105216,Low Risk
40,0,2,300,2,26,3,2,1,1066,3,1,74,3,2,7,1,1,8396,22217,1,0,0,14,3,2,80,1,8,3,2,7,7,7,5,3,2,0,0,2165.0,0.625,8396,16792,12594.0,37782.0,0.713067035421585,High Risk
26,0,1,921,1,1,1,3,1,1068,1,0,66,2,1,6,3,0,2007,25265,1,0,0,13,3,3,80,2,5,5,3,5,3,1,3,2,3,0,0,-880.5,0.5,2007,4014,3010.5,9031.5,0.4200790621684681,Medium Risk
46,0,2,430,1,1,4,3,1,1069,4,1,40,3,5,5,4,0,19627,21445,9,0,0,17,3,4,80,2,23,0,3,2,2,2,2,0,0,0,0,3117.0,0.6666666666666666,19627,39254,29440.5,88321.5,0.20382365445719616,Low Risk
54,0,2,1082,2,2,4,1,1,1070,3,0,41,2,3,7,3,1,10686,8392,6,0,0,11,3,2,80,1,13,4,3,9,4,7,0,3,0,0,0,4455.0,0.0,10686,21372,16029.0,48087.0,0.6746985360351617,Medium Risk
56,0,1,1240,1,9,3,3,1,1071,1,0,63,3,1,6,3,1,2942,12154,2,0,0,19,3,2,80,1,18,4,3,5,4,0,3,2,3,0,0,54.5,0.5,2942,5884,4413.0,13239.0,0.07460708927850275,Low Risk
36,0,2,796,1,12,5,3,1,1073,4,0,51,2,3,4,4,2,8858,15669,0,0,0,11,3,2,80,0,15,2,2,14,8,7,8,1,2,0,0,2411.0,0.5333333333333333,8858,17716,13287.0,39861.0,0.39770690653756124,Low Risk
55,0,0,444,1,2,1,3,1,1074,3,1,40,2,4,3,1,2,16756,17323,7,0,0,15,3,2,80,0,31,3,4,9,7,6,2,3,0,0,0,-698.5,0.2,16756,33512,25134.0,75402.0,0.17823298529668508,Low Risk
43,0,2,415,2,25,3,3,1,1076,3,1,79,2,3,7,4,0,10798,5268,5,0,0,13,3,3,80,1,18,5,3,1,0,0,0,0,0,1,0,4567.0,0.0,10798,21596,16197.0,48591.0,0.44837741434241196,Medium Risk
20,1,1,769,2,9,3,2,1,1077,4,0,54,3,1,8,4,2,2323,17205,1,0,1,14,3,2,80,0,2,3,3,2,2,0,2,0,3,0,1,-256.0,0.6666666666666666,2323,4646,3484.5,10453.5,0.7597758231206111,High Risk
21,1,2,1334,1,10,3,1,1,1079,3,0,36,2,1,2,1,2,1416,17258,1,0,0,13,3,1,80,0,1,6,2,1,0,1,0,0,3,1,0,-1470.0,0.0,1416,2832,2124.0,6372.0,0.8413028422698912,High Risk
46,0,2,1003,1,8,4,1,1,1080,4,0,74,2,2,6,1,0,4615,21029,8,0,1,23,4,1,80,3,19,2,3,16,13,1,7,1,1,0,1,1727.5,0.4117647058823529,4615,9230,6922.5,20767.5,0.2544089852950446,Low Risk
51,1,2,1323,1,4,4,1,1,1081,1,1,34,3,1,6,3,1,2461,10332,9,0,1,12,3,3,80,3,18,2,4,10,0,2,7,3,3,0,1,-426.5,0.6363636363636364,2461,4922,3691.5,11074.5,0.4362699174916667,Medium Risk
28,1,0,1366,1,24,2,5,1,1082,2,1,72,2,3,0,1,2,8722,12355,1,0,0,12,3,1,80,0,10,2,2,10,7,1,9,3,2,0,0,1911.0,0.8181818181818182,8722,17444,13083.0,39249.0,0.3893867059135184,Low Risk
26,0,2,192,1,1,2,3,1,1083,1,1,59,2,1,2,1,1,3955,11141,1,0,0,16,3,1,80,2,6,2,3,5,3,1,3,2,1,0,0,1069.0,0.5,3955,7910,5932.5,17797.5,0.6834527892783916,Medium Risk
30,0,2,1176,1,20,3,4,1,1084,3,1,85,3,2,4,1,1,9957,9096,0,0,0,15,3,3,80,1,7,1,2,6,2,0,2,3,2,0,0,3510.0,0.2857142857142857,9957,19914,14935.5,44806.5,0.4796777217002235,Medium Risk
41,0,2,509,1,7,2,5,1,1085,2,0,43,4,1,6,3,1,3376,18863,1,0,0,13,3,3,80,0,10,3,3,10,6,0,8,3,1,0,0,488.5,0.7272727272727273,3376,6752,5064.0,15192.0,0.13826950088401466,Low Risk
38,0,2,330,1,17,1,1,1,1088,3,0,65,2,3,0,3,1,8823,24608,0,0,0,18,3,1,80,1,20,4,2,19,9,1,9,1,2,0,0,2012.0,0.45,8823,17646,13234.5,39703.5,0.12360634670628239,Low Risk
40,0,2,1492,1,20,4,5,1,1092,1,1,61,3,3,0,4,1,10322,26542,4,0,0,20,4,4,80,1,14,6,3,11,10,11,1,1,0,0,0,3511.0,0.0833333333333333,10322,20644,15483.0,46449.0,0.6770307350649372,Medium Risk
27,0,0,1277,1,8,5,1,1,1094,1,1,87,1,1,2,3,1,4621,5869,1,0,0,19,3,4,80,3,3,4,3,3,2,1,2,2,1,0,0,1735.0,0.5,4621,9242,6931.5,20794.5,0.43113997611458815,Medium Risk
